film,filmLabel,year,boxOffice,isAdaptation,period
http://www.wikidata.org/entity/Q553901,Uncle Boonmee Who Can Recall His Past Lives,2010,184292,0,After 2010
http://www.wikidata.org/entity/Q553901,Uncle Boonmee Who Can Recall His Past Lives,2010,184292,0,After 2010
http://www.wikidata.org/entity/Q553901,Uncle Boonmee Who Can Recall His Past Lives,2010,184292,0,After 2010
http://www.wikidata.org/entity/Q553901,Uncle Boonmee Who Can Recall His Past Lives,2010,184292,0,After 2010
http://www.wikidata.org/entity/Q553901,Uncle Boonmee Who Can Recall His Past Lives,2010,184292,0,After 2010
http://www.wikidata.org/entity/Q571309,Undertow,2004,143597,0,Before 2010
http://www.wikidata.org/entity/Q571309,Undertow,2004,143597,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2007,159363,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2007,159363,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2008,159363,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2008,159363,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2008,159363,0,Before 2010
http://www.wikidata.org/entity/Q813724,Becket,2007,149327,1,Before 2010
http://www.wikidata.org/entity/Q813724,Becket,2009,149327,1,Before 2010
http://www.wikidata.org/entity/Q813724,Becket,2010,149327,1,After 2010
http://www.wikidata.org/entity/Q1053293,I Wish,2011,145808,0,After 2010
http://www.wikidata.org/entity/Q1353408,Fallen Angels,1995,163145,0,Before 2010
http://www.wikidata.org/entity/Q1353408,Fallen Angels,1995,163145,0,Before 2010
http://www.wikidata.org/entity/Q1353408,Fallen Angels,1995,163145,0,Before 2010
http://www.wikidata.org/entity/Q1353408,Fallen Angels,1997,163145,0,Before 2010
http://www.wikidata.org/entity/Q1353408,Fallen Angels,1998,163145,0,Before 2010
http://www.wikidata.org/entity/Q1513017,Repo! The Genetic Opera,2008,188126,0,Before 2010
http://www.wikidata.org/entity/Q1712162,The Monkey's Mask,2000,150177,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2003,149590,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2003,149590,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2003,149590,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2005,149590,0,Before 2010
http://www.wikidata.org/entity/Q1838754,Leve boerenliefde,2013,163568,0,After 2010
http://www.wikidata.org/entity/Q1838754,Leve boerenliefde,2013,163568,0,After 2010
http://www.wikidata.org/entity/Q1838754,Leve boerenliefde,2013,163568,0,After 2010
http://www.wikidata.org/entity/Q2527730,I Am Cuba,1995,168100,0,Before 2010
http://www.wikidata.org/entity/Q3198165,A Stoker,2010,183640,0,After 2010
http://www.wikidata.org/entity/Q3285833,Pradolongo,2008,153487.3,0,Before 2010
http://www.wikidata.org/entity/Q3414343,Black and White,2002,177886,0,Before 2010
http://www.wikidata.org/entity/Q4346591,Passenger,2008,190000,0,Before 2010
http://www.wikidata.org/entity/Q4532625,Erskineville Kings,1999,183691,0,Before 2010
http://www.wikidata.org/entity/Q4658033,A Man's Gotta Do,2004,154971,0,Before 2010
http://www.wikidata.org/entity/Q5016137,Cactus,2008,160934,0,Before 2010
http://www.wikidata.org/entity/Q5024891,Live-in maid,2004,183640,0,Before 2010
http://www.wikidata.org/entity/Q5215162,Dance Me to My Song,1998,175138,0,Before 2010
http://www.wikidata.org/entity/Q5370113,Embodiment of Evil,2008,184403,0,Before 2010
http://www.wikidata.org/entity/Q5428643,Facing the Music,2001,182901,0,Before 2010
http://www.wikidata.org/entity/Q5459878,Floating Life,1996,141398,0,Before 2010
http://www.wikidata.org/entity/Q5905890,Horseplay,2003,140550,0,Before 2010
http://www.wikidata.org/entity/Q6096332,Something in the Air,2002,153644,0,Before 2010
http://www.wikidata.org/entity/Q6744098,Mallboy,2001,140742,0,Before 2010
http://www.wikidata.org/entity/Q7062172,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,186986,0,Before 2010
http://www.wikidata.org/entity/Q7740191,The Honourable Wally Norman,2003,181395,0,Before 2010
http://www.wikidata.org/entity/Q7749533,The Magician,2005,182164,0,Before 2010
http://www.wikidata.org/entity/Q7754873,The Old Man Who Read Love Stories,2001,181287,0,Before 2010
http://www.wikidata.org/entity/Q7883370,Under the Radar,2004,162757,0,Before 2010
http://www.wikidata.org/entity/Q7897087,Unmade Beds,2009,180144,0,Before 2010
http://www.wikidata.org/entity/Q7897087,Unmade Beds,2010,180144,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,346669,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,346669,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,346669,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,346669,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,346669,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,346669,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2013,346669,0,After 2010
http://www.wikidata.org/entity/Q218458,25th Hour,2002,341517.73,1,Before 2010
http://www.wikidata.org/entity/Q218458,25th Hour,2002,341517.73,1,Before 2010
http://www.wikidata.org/entity/Q218458,25th Hour,2003,341517.73,1,Before 2010
http://www.wikidata.org/entity/Q218458,25th Hour,2003,341517.73,1,Before 2010
http://www.wikidata.org/entity/Q483780,Thirst,2009,318574,1,Before 2010
http://www.wikidata.org/entity/Q483780,Thirst,2009,318574,1,Before 2010
http://www.wikidata.org/entity/Q483780,Thirst,2009,318574,1,Before 2010
http://www.wikidata.org/entity/Q483780,Thirst,2009,318574,1,Before 2010
http://www.wikidata.org/entity/Q483780,Thirst,2009,318574,1,Before 2010
http://www.wikidata.org/entity/Q490588,The Bothersome Man,2006,318302,0,Before 2010
http://www.wikidata.org/entity/Q490588,The Bothersome Man,2006,379331,0,Before 2010
http://www.wikidata.org/entity/Q490588,The Bothersome Man,2007,318302,0,Before 2010
http://www.wikidata.org/entity/Q490588,The Bothersome Man,2007,379331,0,Before 2010
http://www.wikidata.org/entity/Q510864,Timecrimes,2007,389919,0,Before 2010
http://www.wikidata.org/entity/Q510864,Timecrimes,2008,389919,0,Before 2010
http://www.wikidata.org/entity/Q510864,Timecrimes,2008,389919,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2007,316743,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2007,316743,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2008,316743,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2008,316743,0,Before 2010
http://www.wikidata.org/entity/Q593123,My Winnipeg,2008,316743,0,Before 2010
http://www.wikidata.org/entity/Q748205,This Is England,2006,329379,0,Before 2010
http://www.wikidata.org/entity/Q748205,This Is England,2007,329379,0,Before 2010
http://www.wikidata.org/entity/Q748205,This Is England,2007,329379,0,Before 2010
http://www.wikidata.org/entity/Q748205,This Is England,2007,329379,0,Before 2010
http://www.wikidata.org/entity/Q1163526,Search and Destroy,1995,389503,0,Before 2010
http://www.wikidata.org/entity/Q1204213,Happy Together,1997,320319,0,Before 2010
http://www.wikidata.org/entity/Q1204213,Happy Together,1997,320319,0,Before 2010
http://www.wikidata.org/entity/Q1204213,Happy Together,1997,320319,0,Before 2010
http://www.wikidata.org/entity/Q1204213,Happy Together,1999,320319,0,Before 2010
http://www.wikidata.org/entity/Q1256208,Rare Exports: A Christmas Tale,2010,390218,1,After 2010
http://www.wikidata.org/entity/Q1256208,Rare Exports: A Christmas Tale,2010,390218,1,After 2010
http://www.wikidata.org/entity/Q1282904,Strange Planet,1999,377615,0,Before 2010
http://www.wikidata.org/entity/Q1391425,The Signal,2007,401462,0,Before 2010
http://www.wikidata.org/entity/Q1660083,Last Ride,2009,388722,0,Before 2010
http://www.wikidata.org/entity/Q1778814,Irresistible,2006,351992,0,Before 2010
http://www.wikidata.org/entity/Q2339315,The Jammed,2007,361524,0,Before 2010
http://www.wikidata.org/entity/Q2424606,I'll Sleep When I'm Dead,2003,360759,0,Before 2010
http://www.wikidata.org/entity/Q2424606,I'll Sleep When I'm Dead,2003,360759,0,Before 2010
http://www.wikidata.org/entity/Q2424606,I'll Sleep When I'm Dead,2004,360759,0,Before 2010
http://www.wikidata.org/entity/Q2542475,Walking on Water,2002,350532,0,Before 2010
http://www.wikidata.org/entity/Q2579375,Suburban Mayhem,2006,342600,0,Before 2010
http://www.wikidata.org/entity/Q2868716,At Any Price,2012,361418,0,After 2010
http://www.wikidata.org/entity/Q2868716,At Any Price,2013,361418,0,After 2010
http://www.wikidata.org/entity/Q3039255,Dream Home,2010,378650,0,After 2010
http://www.wikidata.org/entity/Q3312391,Aupa Etxebeste!,2005,332053.18,0,Before 2010
http://www.wikidata.org/entity/Q3520333,The Colony,2013,321310,0,After 2010
http://www.wikidata.org/entity/Q3521236,The Heirloom,2005,365574,0,Before 2010
http://www.wikidata.org/entity/Q3666921,Where in the World Is Osama Bin Laden?,2008,384955,0,Before 2010
http://www.wikidata.org/entity/Q3666921,Where in the World Is Osama Bin Laden?,2008,384955,0,Before 2010
http://www.wikidata.org/entity/Q3666921,Where in the World Is Osama Bin Laden?,2009,384955,0,Before 2010
http://www.wikidata.org/entity/Q4044043,Keep the Aspidistra Flying,1997,373830,0,Before 2010
http://www.wikidata.org/entity/Q4105689,To smithereens,2011,403557,0,After 2010
http://www.wikidata.org/entity/Q4112945,Block 18,2012,320395,0,After 2010
http://www.wikidata.org/entity/Q5467352,Forbidden Lies,2007,401027,0,Before 2010
http://www.wikidata.org/entity/Q5755373,Casa de remolienda,2007,360936,0,Before 2010
http://www.wikidata.org/entity/Q6418382,The Woodsman and the Rain,2011,312542,0,After 2010
http://www.wikidata.org/entity/Q6418382,The Woodsman and the Rain,2012,312542,0,After 2010
http://www.wikidata.org/entity/Q7448534,Selkie,2000,371198,0,Before 2010
http://www.wikidata.org/entity/Q12124567,God on My Side,2006,355120,0,Before 2010
http://www.wikidata.org/entity/Q12125031,In a Savage Land,1999,314549,0,Before 2010
http://www.wikidata.org/entity/Q12155649,Heli,2013,367872,0,After 2010
http://www.wikidata.org/entity/Q12155649,Heli,2013,367872,0,After 2010
http://www.wikidata.org/entity/Q12155649,Heli,2014,367872,0,After 2010
http://www.wikidata.org/entity/Q12155649,Heli,2014,367872,0,After 2010
http://www.wikidata.org/entity/Q283734,Sex: The Annabel Chong Story,1999,233076,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2005,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2006,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2006,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2006,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2006,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2006,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2006,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2006,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2007,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2007,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2007,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2007,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2007,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2007,211667,0,Before 2010
http://www.wikidata.org/entity/Q495134,Sympathy for Lady Vengeance,2007,211667,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2002,201546,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2002,201546,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2002,201546,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2003,201546,0,Before 2010
http://www.wikidata.org/entity/Q1059733,Like Someone in Love,2012,239056,0,After 2010
http://www.wikidata.org/entity/Q1059733,Like Someone in Love,2012,239056,0,After 2010
http://www.wikidata.org/entity/Q1059733,Like Someone in Love,2012,239056,0,After 2010
http://www.wikidata.org/entity/Q1059733,Like Someone in Love,2014,239056,0,After 2010
http://www.wikidata.org/entity/Q1189317,Tyrannosaur,2011,244500,0,After 2010
http://www.wikidata.org/entity/Q1189317,Tyrannosaur,2011,244500,0,After 2010
http://www.wikidata.org/entity/Q1217870,Far Side of the Moon,2003,248460,1,Before 2010
http://www.wikidata.org/entity/Q1217870,Far Side of the Moon,2006,248460,1,Before 2010
http://www.wikidata.org/entity/Q1406257,George Washington,2000,247406,0,Before 2010
http://www.wikidata.org/entity/Q1406257,George Washington,2000,247406,0,Before 2010
http://www.wikidata.org/entity/Q1626592,Shirli-Myrli,1995,231000,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2006,244458,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2006,244458,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2006,244458,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2007,244458,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2003,229250,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2003,229250,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2003,229250,0,Before 2010
http://www.wikidata.org/entity/Q1810314,Undead,2005,229250,0,Before 2010
http://www.wikidata.org/entity/Q2028280,Everybody Dies but Me,2008,235432,0,Before 2010
http://www.wikidata.org/entity/Q2565495,Newcastle,2008,213563,0,Before 2010
http://www.wikidata.org/entity/Q2565495,Newcastle,2008,213563,0,Before 2010
http://www.wikidata.org/entity/Q2579741,10 Years,2011,203373,0,After 2010
http://www.wikidata.org/entity/Q2579741,10 Years,2015,203373,0,After 2010
http://www.wikidata.org/entity/Q2636960,The Headless Woman,2008,223824,0,Before 2010
http://www.wikidata.org/entity/Q3147080,I Don't Want to Sleep Alone,2006,226026,0,Before 2010
http://www.wikidata.org/entity/Q3147080,I Don't Want to Sleep Alone,2006,226026,0,Before 2010
http://www.wikidata.org/entity/Q3147080,I Don't Want to Sleep Alone,2007,226026,0,Before 2010
http://www.wikidata.org/entity/Q3147080,I Don't Want to Sleep Alone,2007,226026,0,Before 2010
http://www.wikidata.org/entity/Q3147080,I Don't Want to Sleep Alone,2007,226026,0,Before 2010
http://www.wikidata.org/entity/Q3147080,I Don't Want to Sleep Alone,2007,226026,0,Before 2010
http://www.wikidata.org/entity/Q3147080,I Don't Want to Sleep Alone,2007,226026,0,Before 2010
http://www.wikidata.org/entity/Q3204042,I Married a Strange Person!,1997,206272,0,Before 2010
http://www.wikidata.org/entity/Q3204042,I Married a Strange Person!,1997,206272,0,Before 2010
http://www.wikidata.org/entity/Q3204042,I Married a Strange Person!,1998,206272,0,Before 2010
http://www.wikidata.org/entity/Q3286578,The War on Democracy,2007,199500,0,Before 2010
http://www.wikidata.org/entity/Q3311787,53 Winter Days,2007,229395,0,Before 2010
http://www.wikidata.org/entity/Q3311787,53 Winter Days,2007,229395,0,Before 2010
http://www.wikidata.org/entity/Q3738711,Fallo!,2003,237679,0,Before 2010
http://www.wikidata.org/entity/Q3841961,Macbeth,2006,232994,1,Before 2010
http://www.wikidata.org/entity/Q4400475,The Russian Game,2007,240500,0,Before 2010
http://www.wikidata.org/entity/Q4949145,Bottom of the Sea,2003,220704,0,Before 2010
http://www.wikidata.org/entity/Q4968055,Brilliant Lies,1996,199329,0,Before 2010
http://www.wikidata.org/entity/Q5024891,Live-in maid,2004,200433,0,Before 2010
http://www.wikidata.org/entity/Q5056580,Cedar Boys,2009,204160,0,Before 2010
http://www.wikidata.org/entity/Q5271064,Diana & Me,1997,205783,0,Before 2010
http://www.wikidata.org/entity/Q158398,Iron Sky,2012,122082,0,After 2010
http://www.wikidata.org/entity/Q158398,Iron Sky,2012,122082,0,After 2010
http://www.wikidata.org/entity/Q158398,Iron Sky,2012,122082,0,After 2010
http://www.wikidata.org/entity/Q158398,Iron Sky,2012,122082,0,After 2010
http://www.wikidata.org/entity/Q158398,Iron Sky,2013,122082,0,After 2010
http://www.wikidata.org/entity/Q248562,Rise: Blood Hunter,2007,114306,0,Before 2010
http://www.wikidata.org/entity/Q248562,Rise: Blood Hunter,2007,114306,0,Before 2010
http://www.wikidata.org/entity/Q285677,Asiris Nuna,2006,138490,0,Before 2010
http://www.wikidata.org/entity/Q332334,Gummo,1997,116799,0,Before 2010
http://www.wikidata.org/entity/Q332334,Gummo,1997,116799,0,Before 2010
http://www.wikidata.org/entity/Q339876,L.A. Confidential,1997,126216,1,Before 2010
http://www.wikidata.org/entity/Q339876,L.A. Confidential,1997,126216,1,Before 2010
http://www.wikidata.org/entity/Q485725,I Saw the Devil,2010,129210,0,After 2010
http://www.wikidata.org/entity/Q565130,Audition,1999,131296,1,Before 2010
http://www.wikidata.org/entity/Q565130,Audition,1999,131296,1,Before 2010
http://www.wikidata.org/entity/Q565130,Audition,2000,131296,1,Before 2010
http://www.wikidata.org/entity/Q565130,Audition,2001,131296,1,Before 2010
http://www.wikidata.org/entity/Q565130,Audition,2001,131296,1,Before 2010
http://www.wikidata.org/entity/Q565130,Audition,2002,131296,1,Before 2010
http://www.wikidata.org/entity/Q697770,Eternity and a Day,1998,107178,0,Before 2010
http://www.wikidata.org/entity/Q697770,Eternity and a Day,1998,107178,0,Before 2010
http://www.wikidata.org/entity/Q697770,Eternity and a Day,1999,107178,0,Before 2010
http://www.wikidata.org/entity/Q697770,Eternity and a Day,1999,107178,0,Before 2010
http://www.wikidata.org/entity/Q823239,The Aerial,2006,114649,0,Before 2010
http://www.wikidata.org/entity/Q823239,The Aerial,2007,114649,0,Before 2010
http://www.wikidata.org/entity/Q823239,The Aerial,2007,114649,0,Before 2010
http://www.wikidata.org/entity/Q880636,Black Water,2007,111989,0,Before 2010
http://www.wikidata.org/entity/Q927949,Bronson,2008,104979,0,Before 2010
http://www.wikidata.org/entity/Q927949,Bronson,2009,104979,0,Before 2010
http://www.wikidata.org/entity/Q987973,A Little Bit of Soul,1998,135437,0,Before 2010
http://www.wikidata.org/entity/Q987973,A Little Bit of Soul,1998,135437,0,Before 2010
http://www.wikidata.org/entity/Q1138902,The Goddess of 1967,2000,103449,0,Before 2010
http://www.wikidata.org/entity/Q1138902,The Goddess of 1967,2002,103449,0,Before 2010
http://www.wikidata.org/entity/Q1200137,The Romantics,2010,123820,0,After 2010
http://www.wikidata.org/entity/Q2916143,Puccini for Beginners,2006,110864,0,Before 2010
http://www.wikidata.org/entity/Q2962846,The Voyage that Shook the World,2009,116436,0,Before 2010
http://www.wikidata.org/entity/Q3221823,The Suit,2003,130279,0,Before 2010
http://www.wikidata.org/entity/Q3221823,The Suit,2003,130279,0,Before 2010
http://www.wikidata.org/entity/Q3221823,The Suit,2003,130279,0,Before 2010
http://www.wikidata.org/entity/Q3221823,The Suit,2003,130279,0,Before 2010
http://www.wikidata.org/entity/Q3311818,Once Upon Another Time,2000,104234.28,0,Before 2010
http://www.wikidata.org/entity/Q3437259,Robot Stories,2003,131451,0,Before 2010
http://www.wikidata.org/entity/Q4345343,Soviet Park,2006,130000,0,Before 2010
http://www.wikidata.org/entity/Q5639485,Hair High,2004,127300,0,Before 2010
http://www.wikidata.org/entity/Q5681618,El frasco,2008,124477,0,Before 2010
http://www.wikidata.org/entity/Q5818279,Lost in Galicia,2008,121928,0,Before 2010
http://www.wikidata.org/entity/Q13218260,"Like Father, Like Son",2013,334616,0,After 2010
http://www.wikidata.org/entity/Q13218260,"Like Father, Like Son",2013,334616,0,After 2010
http://www.wikidata.org/entity/Q13218260,"Like Father, Like Son",2013,334616,0,After 2010
http://www.wikidata.org/entity/Q13218260,"Like Father, Like Son",2013,334616,0,After 2010
http://www.wikidata.org/entity/Q13218260,"Like Father, Like Son",2014,334616,0,After 2010
http://www.wikidata.org/entity/Q13582546,The Square,2008,321768,0,Before 2010
http://www.wikidata.org/entity/Q16482096,17 Hours,2011,371204.84,0,After 2010
http://www.wikidata.org/entity/Q16643742,One Love,2011,319982,0,After 2010
http://www.wikidata.org/entity/Q16643742,One Love,2013,319982,0,After 2010
http://www.wikidata.org/entity/Q17056664,These Final Hours,2013,360234,0,After 2010
http://www.wikidata.org/entity/Q18703886,The Second Mother,2015,376986,0,After 2010
http://www.wikidata.org/entity/Q18703886,The Second Mother,2015,376986,0,After 2010
http://www.wikidata.org/entity/Q18703886,The Second Mother,2015,376986,0,After 2010
http://www.wikidata.org/entity/Q18703886,The Second Mother,2015,376986,0,After 2010
http://www.wikidata.org/entity/Q18703886,The Second Mother,2015,376986,0,After 2010
http://www.wikidata.org/entity/Q18703886,The Second Mother,2015,376986,0,After 2010
http://www.wikidata.org/entity/Q19473414,Muska,2014,360000,0,After 2010
http://www.wikidata.org/entity/Q19627585,The Invitation,2015,354835,0,After 2010
http://www.wikidata.org/entity/Q19627585,The Invitation,2016,354835,0,After 2010
http://www.wikidata.org/entity/Q21574051,"Tlatelolco, verano del 68",2013,348312,0,After 2010
http://www.wikidata.org/entity/Q23925030,Paraíso perdido,2016,362213,0,After 2010
http://www.wikidata.org/entity/Q27132154,"Take the Hit, Kid!",2016,344557,0,After 2010
http://www.wikidata.org/entity/Q29245784,The Void,2016,377624,0,After 2010
http://www.wikidata.org/entity/Q31197795,What We Left Behind,2019,382457,0,After 2010
http://www.wikidata.org/entity/Q39071530,Knife+Heart,2018,341847,0,After 2010
http://www.wikidata.org/entity/Q39071530,Knife+Heart,2019,341847,0,After 2010
http://www.wikidata.org/entity/Q47470770,Time Share,2018,370280,0,After 2010
http://www.wikidata.org/entity/Q48954091,Buy me,2018,399733,0,After 2010
http://www.wikidata.org/entity/Q52557818,Terrified,2018,391400,0,After 2010
http://www.wikidata.org/entity/Q55531297,Every Day a Good Day,2018,390154,1,After 2010
http://www.wikidata.org/entity/Q55531297,Every Day a Good Day,2018,390154,1,After 2010
http://www.wikidata.org/entity/Q64577333,Sea Fever,2019,387740,0,After 2010
http://www.wikidata.org/entity/Q64786781,Elcano & Magallanes: First Trip Around the World,2019,368894,0,After 2010
http://www.wikidata.org/entity/Q64786781,Elcano & Magallanes: First Trip Around the World,2019,368894,0,After 2010
http://www.wikidata.org/entity/Q67939046,K-12,2019,359377,0,After 2010
http://www.wikidata.org/entity/Q67939046,K-12,2019,359377,0,After 2010
http://www.wikidata.org/entity/Q81561094,"Live Twice, Love Once",2019,333024,0,After 2010
http://www.wikidata.org/entity/Q83487969,Persian Lessons,2020,323595,0,After 2010
http://www.wikidata.org/entity/Q83487969,Persian Lessons,2020,323595,0,After 2010
http://www.wikidata.org/entity/Q83487969,Persian Lessons,2020,323595,0,After 2010
http://www.wikidata.org/entity/Q83487969,Persian Lessons,2020,323595,0,After 2010
http://www.wikidata.org/entity/Q83487969,Persian Lessons,2022,323595,0,After 2010
http://www.wikidata.org/entity/Q84009126,She Dies Tomorrow,2020,398663,0,After 2010
http://www.wikidata.org/entity/Q85865605,Hokusai,2020,352371,0,After 2010
http://www.wikidata.org/entity/Q85865605,Hokusai,2021,352371,0,After 2010
http://www.wikidata.org/entity/Q86675345,Sputnik,2020,354023,0,After 2010
http://www.wikidata.org/entity/Q86675345,Sputnik,2020,354023,0,After 2010
http://www.wikidata.org/entity/Q86756613,It Snows in Benidorm,2020,323959,0,After 2010
http://www.wikidata.org/entity/Q97217624,Q97217624,2004,335864.56,0,Before 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2020,383128,0,After 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2020,383128,0,After 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2021,383128,0,After 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2021,383128,0,After 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2021,383128,0,After 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2021,383128,0,After 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2021,383128,0,After 2010
http://www.wikidata.org/entity/Q99059867,Gunda,2021,383128,0,After 2010
http://www.wikidata.org/entity/Q104682813,Censor,2021,361699,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,329030,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,329030,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,329030,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,329030,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2022,329030,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2022,329030,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2022,329030,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2022,329030,0,After 2010
http://www.wikidata.org/entity/Q108404122,Mad God,2021,325042,0,After 2010
http://www.wikidata.org/entity/Q108404122,Mad God,2022,325042,0,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2022,348754,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,348754,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,348754,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2022,348754,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,348754,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,348754,1,After 2010
http://www.wikidata.org/entity/Q110208165,Clean,2021,319000,0,After 2010
http://www.wikidata.org/entity/Q110208165,Clean,2022,319000,0,After 2010
http://www.wikidata.org/entity/Q110208165,Clean,2022,319000,0,After 2010
http://www.wikidata.org/entity/Q114232000,Unwelcome,2023,392846,0,After 2010
http://www.wikidata.org/entity/Q116890355,Mighty Victoria,2021,381441,0,After 2010
http://www.wikidata.org/entity/Q24154,Van Diemen's Land,2009,289353,0,Before 2010
http://www.wikidata.org/entity/Q25552,Top Secret,1998,268177,0,Before 2010
http://www.wikidata.org/entity/Q151320,The Good Life,2008,250900,0,Before 2010
http://www.wikidata.org/entity/Q348275,The TV Set,2006,265198,0,Before 2010
http://www.wikidata.org/entity/Q348275,The TV Set,2006,265198,0,Before 2010
http://www.wikidata.org/entity/Q348275,The TV Set,2007,265198,0,Before 2010
http://www.wikidata.org/entity/Q466101,La Haine,1995,280859,0,Before 2010
http://www.wikidata.org/entity/Q466101,La Haine,1995,280859,0,Before 2010
